Asset,Strategy,FGI_Threshold,Leverage,Total_Return%,Monthly_Return%,Sharpe_Ratio,Max_Drawdown%,Win_Rate%,Total_Trades,Liquidations,Time_In_Market%
SOL,momentum,9,6,-99.0317,-8.2526,0.0000,99.8590,0.0000,2,2,54.6630
SOL,momentum,9,7,-99.0317,-8.2526,0.0000,99.8766,0.0000,2,2,48.1507
SOL,momentum,9,8,-99.0317,-8.2526,0.0000,99.8903,0.0000,2,2,48.1166
SOL,momentum,9,9,-99.0317,-8.2526,0.0000,99.9012,0.0000,2,2,47.9238
SOL,momentum,9,10,-99.0317,-8.2526,0.0000,99.9102,0.0000,2,2,45.2689
SOL,momentum,10,5,-99.0317,-8.2526,0.0000,99.8356,0.0000,2,2,55.5934
SOL,momentum,10,6,-99.0317,-8.2526,0.0000,99.8590,0.0000,2,2,54.6630
SOL,momentum,10,7,-99.0317,-8.2526,0.0000,99.8766,0.0000,2,2,48.1507
SOL,momentum,10,8,-99.0317,-8.2526,0.0000,99.8903,0.0000,2,2,48.1166
SOL,momentum,10,9,-99.0317,-8.2526,0.0000,99.9012,0.0000,2,2,47.9238
SOL,momentum,10,10,-99.0317,-8.2526,0.0000,99.9102,0.0000,2,2,45.2689
SOL,momentum,11,5,-99.0317,-8.2526,0.0000,99.8356,0.0000,2,2,55.5934
SOL,momentum,11,6,-99.0317,-8.2526,0.0000,99.8590,0.0000,2,2,54.6630
SOL,momentum,11,7,-99.0317,-8.2526,0.0000,99.8766,0.0000,2,2,48.1507
SOL,momentum,11,8,-99.0317,-8.2526,0.0000,99.8903,0.0000,2,2,48.1166
SOL,momentum,11,9,-99.0317,-8.2526,0.0000,99.9012,0.0000,2,2,47.9238
SOL,momentum,11,10,-99.0317,-8.2526,0.0000,99.9102,0.0000,2,2,45.2689
SOL,momentum,12,5,-99.0317,-8.2526,0.0000,99.8356,0.0000,2,2,55.5934
SOL,momentum,12,6,-99.0317,-8.2526,0.0000,99.8590,0.0000,2,2,54.6630
SOL,momentum,12,7,-99.0317,-8.2526,0.0000,99.8766,0.0000,2,2,48.1507
SOL,momentum,12,8,-99.0317,-8.2526,0.0000,99.8903,0.0000,2,2,48.1166
SOL,momentum,12,9,-99.0317,-8.2526,0.0000,99.9012,0.0000,2,2,47.9238
SOL,momentum,12,10,-99.0317,-8.2526,0.0000,99.9102,0.0000,2,2,45.2689
SOL,momentum,13,5,-99.0317,-8.2526,0.0000,99.8766,0.0000,2,2,48.1507
SOL,momentum,13,6,-99.0317,-8.2526,0.0000,99.8590,0.0000,2,2,54.6630
SOL,momentum,13,7,-99.0317,-8.2526,0.0000,99.8356,0.0000,2,2,55.5934
SOL,momentum,13,8,-99.0317,-8.2526,0.0000,99.8903,0.0000,2,2,48.1166
SOL,momentum,13,9,-99.0317,-8.2526,0.0000,99.9012,0.0000,2,2,47.9238
SOL,momentum,13,10,-99.0317,-8.2526,0.0000,99.9102,0.0000,2,2,45.2689
SOL,momentum,14,5,-99.0317,-8.2526,0.0000,99.8590,0.0000,2,2,54.6630
SOL,momentum,14,6,-99.0317,-8.2526,0.0000,99.8356,0.0000,2,2,55.5934
SOL,momentum,14,7,-99.0317,-8.2526,0.0000,99.9012,0.0000,2,2,47.9238
SOL,momentum,14,8,-99.0317,-8.2526,0.0000,99.8903,0.0000,2,2,48.1166
SOL,momentum,14,9,-99.0317,-8.2526,0.0000,99.8766,0.0000,2,2,48.1507
SOL,momentum,14,10,-99.0317,-8.2526,0.0000,99.9102,0.0000,2,2,45.2689
SOL,momentum,15,5,-99.0317,-8.2526,0.0000,99.8356,0.0000,2,2,55.5934
SOL,momentum,15,6,-99.0317,-8.2526,0.0000,99.8590,0.0000,2,2,54.6630
SOL,momentum,15,7,-99.0317,-8.2526,0.0000,99.8766,0.0000,2,2,48.1507
SOL,momentum,15,8,-99.0317,-8.2526,0.0000,99.8903,0.0000,2,2,48.1166
SOL,momentum,15,9,-99.0317,-8.2526,0.0000,99.9012,0.0000,2,2,47.9238
SOL,momentum,15,10,-99.0317,-8.2526,0.0000,99.9102,0.0000,2,2,45.2689
SOL,momentum,16,5,-99.0317,-8.2526,0.0000,99.8356,0.0000,2,2,55.5934
SOL,momentum,16,6,-99.0317,-8.2526,0.0000,99.8590,0.0000,2,2,54.6630
SOL,momentum,16,7,-99.0317,-8.2526,0.0000,99.8766,0.0000,2,2,48.1507
SOL,momentum,16,8,-99.0317,-8.2526,0.0000,99.8903,0.0000,2,2,48.1166
SOL,momentum,16,9,-99.0317,-8.2526,0.0000,99.9012,0.0000,2,2,47.9238
SOL,momentum,16,10,-99.0317,-8.2526,0.0000,99.9102,0.0000,2,2,45.2689
SOL,momentum,17,5,-99.0317,-8.2526,0.0000,99.8356,0.0000,2,2,55.5934
SOL,momentum,17,6,-99.0317,-8.2526,0.0000,99.8590,0.0000,2,2,54.6630
SOL,momentum,17,7,-99.0317,-8.2526,0.0000,99.8766,0.0000,2,2,48.1507
SOL,momentum,17,8,-99.0317,-8.2526,0.0000,99.8903,0.0000,2,2,48.1166
SOL,momentum,17,9,-99.0317,-8.2526,0.0000,99.9012,0.0000,2,2,47.9238
SOL,momentum,17,10,-99.0317,-8.2526,0.0000,99.9102,0.0000,2,2,45.2689
SOL,momentum,18,5,-99.0317,-8.2526,0.0000,99.8356,0.0000,2,2,55.5934
SOL,momentum,18,6,-99.0317,-8.2526,0.0000,99.8590,0.0000,2,2,54.6630
SOL,momentum,18,7,-99.0317,-8.2526,0.0000,99.8766,0.0000,2,2,48.1507
SOL,momentum,18,8,-99.0317,-8.2526,0.0000,99.8903,0.0000,2,2,48.1166
SOL,momentum,18,9,-99.0317,-8.2526,0.0000,99.9012,0.0000,2,2,47.9238
SOL,momentum,18,10,-99.0317,-8.2526,0.0000,99.9102,0.0000,2,2,45.2689
SOL,momentum,19,5,-99.0317,-8.2526,0.0000,99.8356,0.0000,2,2,55.5934
SOL,momentum,19,6,-99.0317,-8.2526,0.0000,99.8590,0.0000,2,2,54.6630
SOL,momentum,19,7,-99.0317,-8.2526,0.0000,99.8766,0.0000,2,2,48.1507
SOL,momentum,19,8,-99.0317,-8.2526,0.0000,99.8903,0.0000,2,2,48.1166
SOL,momentum,19,9,-99.0317,-8.2526,0.0000,99.9012,0.0000,2,2,47.9238
SOL,momentum,19,10,-99.0317,-8.2526,0.0000,99.9102,0.0000,2,2,45.2689
SOL,momentum,20,4,-99.0317,-8.2526,0.0000,99.8590,0.0000,2,2,54.6630
SOL,momentum,20,5,-99.0317,-8.2526,0.0000,99.8356,0.0000,2,2,55.5934
SOL,momentum,20,7,-99.0317,-8.2526,0.0000,99.8766,0.0000,2,2,48.1507
SOL,momentum,20,8,-99.0317,-8.2526,0.0000,99.8903,0.0000,2,2,48.1166
SOL,momentum,20,9,-99.0317,-8.2526,0.0000,99.9012,0.0000,2,2,47.9238
SOL,momentum,20,10,-99.0317,-8.2526,0.0000,99.9102,0.0000,2,2,45.2689
SOL,momentum,21,5,-99.0317,-8.2526,0.0000,99.8356,0.0000,2,2,55.5934
SOL,momentum,21,6,-99.0317,-8.2526,0.0000,99.8903,0.0000,2,2,48.1166
SOL,momentum,21,7,-99.0317,-8.2526,0.0000,99.8766,0.0000,2,2,48.1507
SOL,momentum,21,8,-99.0317,-8.2526,0.0000,99.8590,0.0000,2,2,54.6630
SOL,momentum,21,9,-99.0317,-8.2526,0.0000,99.9012,0.0000,2,2,47.9238
SOL,momentum,21,10,-99.0317,-8.2526,0.0000,99.9102,0.0000,2,2,45.2689
SOL,momentum,22,5,-99.0317,-8.2526,0.0000,99.8356,0.0000,2,2,55.5934
SOL,momentum,22,6,-99.0317,-8.2526,0.0000,99.8590,0.0000,2,2,54.6630
SOL,momentum,22,7,-99.0317,-8.2526,0.0000,99.8766,0.0000,2,2,48.1507
SOL,momentum,22,8,-99.0317,-8.2526,0.0000,99.8903,0.0000,2,2,48.1166
SOL,momentum,22,9,-99.0317,-8.2526,0.0000,99.9012,0.0000,2,2,47.9238
SOL,momentum,22,10,-99.0317,-8.2526,0.0000,99.9102,0.0000,2,2,45.2689
SOL,momentum,23,5,-99.0317,-8.2526,0.0000,99.8356,0.0000,2,2,55.5934
SOL,momentum,23,6,-99.0317,-8.2526,0.0000,99.8590,0.0000,2,2,54.6630
SOL,momentum,23,7,-99.0317,-8.2526,0.0000,99.8766,0.0000,2,2,48.1507
SOL,momentum,23,8,-99.0317,-8.2526,0.0000,99.8903,0.0000,2,2,48.1166
SOL,momentum,23,9,-99.0317,-8.2526,0.0000,99.9012,0.0000,2,2,47.9238
SOL,momentum,23,10,-99.0317,-8.2526,0.0000,99.9102,0.0000,2,2,45.2689
SOL,momentum,24,4,-99.0317,-8.2526,0.0000,99.8590,0.0000,2,2,54.6630
SOL,momentum,24,5,-99.0317,-8.2526,0.0000,99.8356,0.0000,2,2,55.5934
SOL,momentum,24,7,-99.0317,-8.2526,0.0000,99.8766,0.0000,2,2,48.1507
SOL,momentum,24,8,-99.0317,-8.2526,0.0000,99.8903,0.0000,2,2,48.1166
SOL,momentum,24,9,-99.0317,-8.2526,0.0000,99.9012,0.0000,2,2,47.9238
SOL,momentum,24,10,-99.0317,-8.2526,0.0000,99.9102,0.0000,2,2,45.2689
SOL,momentum,25,5,-99.0317,-8.2526,0.0000,99.8356,0.0000,2,2,55.5934
SOL,momentum,25,6,-99.0317,-8.2526,0.0000,99.8590,0.0000,2,2,54.6630
SOL,momentum,25,7,-99.0317,-8.2526,0.0000,99.8766,0.0000,2,2,48.1507
SOL,momentum,25,8,-99.0317,-8.2526,0.0000,99.8903,0.0000,2,2,48.1166
SOL,momentum,25,9,-99.0317,-8.2526,0.0000,99.9012,0.0000,2,2,47.9238
SOL,momentum,25,10,-99.0317,-8.2526,0.0000,99.9102,0.0000,2,2,45.2689
SOL,momentum,26,4,-99.0317,-8.2526,0.0000,99.8590,0.0000,2,2,54.6630
SOL,momentum,26,5,-99.0317,-8.2526,0.0000,99.8356,0.0000,2,2,55.5934
SOL,momentum,26,7,-99.0317,-8.2526,0.0000,99.9012,0.0000,2,2,47.9238
SOL,momentum,26,8,-99.0317,-8.2526,0.0000,99.8903,0.0000,2,2,48.1166
SOL,momentum,26,9,-99.0317,-8.2526,0.0000,99.8766,0.0000,2,2,48.1507
SOL,momentum,26,10,-99.0317,-8.2526,0.0000,99.9102,0.0000,2,2,45.2689
SOL,momentum,27,5,-99.0317,-8.2526,0.0000,99.8356,0.0000,2,2,55.5934
SOL,momentum,27,6,-99.0317,-8.2526,0.0000,99.8903,0.0000,2,2,48.1166
SOL,momentum,27,7,-99.0317,-8.2526,0.0000,99.8766,0.0000,2,2,48.1507
SOL,momentum,27,8,-99.0317,-8.2526,0.0000,99.8590,0.0000,2,2,54.6630
SOL,momentum,27,9,-99.0317,-8.2526,0.0000,99.9012,0.0000,2,2,47.9238
SOL,momentum,28,1,-99.0317,-8.2526,0.0000,99.9102,0.0000,2,2,45.2689
SOL,momentum,28,5,-99.0317,-8.2526,0.0000,99.8356,0.0000,2,2,55.5934
SOL,momentum,28,6,-99.0317,-8.2526,0.0000,99.8590,0.0000,2,2,54.6630
SOL,momentum,28,7,-99.0317,-8.2526,0.0000,99.8766,0.0000,2,2,48.1507
SOL,momentum,28,9,-99.0317,-8.2526,0.0000,99.8903,0.0000,2,2,48.1166
SOL,momentum,28,10,-99.0317,-8.2526,0.0000,99.9102,0.0000,2,2,45.2689
SOL,momentum,29,5,-99.0317,-8.2526,0.0000,99.8590,0.0000,2,2,54.6630
SOL,momentum,29,6,-99.0317,-8.2526,0.0000,99.8356,0.0000,2,2,55.5934
SOL,momentum,29,7,-99.0317,-8.2526,0.0000,99.8766,0.0000,2,2,48.1507
SOL,momentum,29,8,-99.0317,-8.2526,0.0000,99.8766,0.0000,2,2,48.1507
SOL,momentum,29,9,-99.0317,-8.2526,0.0000,99.9012,0.0000,2,2,47.9238
SOL,momentum,29,10,-99.0317,-8.2526,0.0000,99.9102,0.0000,2,2,45.2689
SOL,momentum,30,5,-99.0317,-8.2526,0.0000,99.8356,0.0000,2,2,55.5934
SOL,momentum,30,6,-99.0317,-8.2526,0.0000,99.8590,0.0000,2,2,54.6630
SOL,momentum,30,7,-99.0317,-8.2526,0.0000,99.8766,0.0000,2,2,48.1507
SOL,momentum,30,8,-99.0317,-8.2526,0.0000,99.8903,0.0000,2,2,48.1166
SOL,momentum,30,9,-99.0317,-8.2526,0.0000,99.9012,0.0000,2,2,47.9238
SOL,momentum,30,10,-99.0317,-8.2526,0.0000,99.9102,0.0000,2,2,45.2689
SOL,momentum,31,5,-99.0317,-8.2526,0.0000,99.8356,0.0000,2,2,55.5934
SOL,momentum,31,6,-99.0317,-8.2526,0.0000,99.8590,0.0000,2,2,54.6630
SOL,momentum,31,7,-99.0317,-8.2526,0.0000,99.8766,0.0000,2,2,48.1507
SOL,momentum,31,8,-99.0317,-8.2526,0.0000,99.8903,0.0000,2,2,48.1166
SOL,momentum,31,9,-99.0317,-8.2526,0.0000,99.9012,0.0000,2,2,47.9238
SOL,momentum,31,10,-99.0317,-8.2526,0.0000,99.9102,0.0000,2,2,45.2689
SOL,momentum,32,3,-99.0317,-8.2526,0.0000,99.8590,0.0000,2,2,54.6630
SOL,momentum,32,5,-99.0317,-8.2526,0.0000,99.8356,0.0000,2,2,55.5934
SOL,momentum,32,7,-99.0317,-8.2526,0.0000,99.8766,0.0000,2,2,48.1507
SOL,momentum,32,8,-99.0317,-8.2526,0.0000,99.8903,0.0000,2,2,48.1166
SOL,momentum,32,9,-99.0317,-8.2526,0.0000,99.9012,0.0000,2,2,47.9238
SOL,momentum,32,10,-99.0317,-8.2526,0.0000,99.9102,0.0000,2,2,45.2689
SOL,momentum,33,5,-99.0317,-8.2526,0.0000,99.8356,0.0000,2,2,55.5934
SOL,momentum,33,6,-99.0317,-8.2526,0.0000,99.8903,0.0000,2,2,48.1166
SOL,momentum,33,7,-99.0317,-8.2526,0.0000,99.8766,0.0000,2,2,48.1507
SOL,momentum,33,8,-99.0317,-8.2526,0.0000,99.8903,0.0000,2,2,48.1166
SOL,momentum,33,9,-99.0317,-8.2526,0.0000,99.9012,0.0000,2,2,47.9238
SOL,momentum,33,10,-99.0317,-8.2526,0.0000,99.9102,0.0000,2,2,45.2689
SOL,momentum,34,5,-99.0317,-8.2526,0.0000,99.8356,0.0000,2,2,55.5934
SOL,momentum,34,6,-99.0317,-8.2526,0.0000,99.8590,0.0000,2,2,54.6630
SOL,momentum,34,7,-99.0317,-8.2526,0.0000,99.8766,0.0000,2,2,48.1507
SOL,momentum,34,8,-99.0317,-8.2526,0.0000,99.8903,0.0000,2,2,48.1166
SOL,momentum,34,9,-99.0317,-8.2526,0.0000,99.9012,0.0000,2,2,47.9238
SOL,momentum,34,10,-99.0317,-8.2526,0.0000,99.9102,0.0000,2,2,45.2689
SOL,momentum,35,5,-99.0317,-8.2526,0.0000,99.8356,0.0000,2,2,55.5934
SOL,momentum,35,6,-99.0317,-8.2526,0.0000,99.8590,0.0000,2,2,54.6630
SOL,momentum,35,7,-99.0317,-8.2526,0.0000,99.8766,0.0000,2,2,48.1507
SOL,momentum,35,8,-99.0317,-8.2526,0.0000,99.8903,0.0000,2,2,48.1166
SOL,momentum,35,9,-99.0317,-8.2526,0.0000,99.9102,0.0000,2,2,45.2689
SOL,momentum,35,10,-99.0317,-8.2526,0.0000,99.9012,0.0000,2,2,47.9238
SOL,momentum,36,5,-99.0317,-8.2526,0.0000,99.8356,0.0000,2,2,55.5934
SOL,momentum,36,6,-99.0317,-8.2526,0.0000,99.8590,0.0000,2,2,54.6630
SOL,momentum,36,7,-99.0317,-8.2526,0.0000,99.8766,0.0000,2,2,48.1507
SOL,momentum,36,8,-99.0317,-8.2526,0.0000,99.8903,0.0000,2,2,48.1166
SOL,momentum,36,9,-99.0317,-8.2526,0.0000,99.9012,0.0000,2,2,47.9238
SOL,momentum,36,10,-99.0317,-8.2526,0.0000,99.9102,0.0000,2,2,45.2689
SOL,momentum,37,5,-99.0317,-8.2526,0.0000,99.8903,0.0000,2,2,48.1166
SOL,momentum,37,6,-99.0317,-8.2526,0.0000,99.8590,0.0000,2,2,54.6630
SOL,momentum,37,7,-99.0317,-8.2526,0.0000,99.8766,0.0000,2,2,48.1507
SOL,momentum,37,8,-99.0317,-8.2526,0.0000,99.8356,0.0000,2,2,55.5934
SOL,momentum,37,9,-99.0317,-8.2526,0.0000,99.9012,0.0000,2,2,47.9238
SOL,momentum,37,10,-99.0317,-8.2526,0.0000,99.9102,0.0000,2,2,45.2689
SOL,momentum,38,5,-99.0317,-8.2526,0.0000,99.8356,0.0000,2,2,55.5934
SOL,momentum,38,6,-99.0317,-8.2526,0.0000,99.8590,0.0000,2,2,54.6630
SOL,momentum,38,7,-99.0317,-8.2526,0.0000,99.8766,0.0000,2,2,48.1507
SOL,momentum,38,8,-99.0317,-8.2526,0.0000,99.8903,0.0000,2,2,48.1166
SOL,momentum,38,9,-99.0317,-8.2526,0.0000,99.9012,0.0000,2,2,47.9238
SOL,momentum,38,10,-99.0317,-8.2526,0.0000,99.9102,0.0000,2,2,45.2689
SOL,momentum,39,5,-99.0317,-8.2526,0.0000,99.8356,0.0000,2,2,55.5934
SOL,momentum,39,6,-99.0317,-8.2526,0.0000,99.8590,0.0000,2,2,54.6630
SOL,momentum,39,7,-99.0317,-8.2526,0.0000,99.8766,0.0000,2,2,48.1507
SOL,momentum,39,8,-99.0317,-8.2526,0.0000,99.8903,0.0000,2,2,48.1166
SOL,momentum,39,9,-99.0317,-8.2526,0.0000,99.9012,0.0000,2,2,47.9238
SOL,momentum,39,10,-99.0317,-8.2526,0.0000,99.9102,0.0000,2,2,45.2689
SOL,momentum,40,5,-99.0317,-8.2526,0.0000,99.8356,0.0000,2,2,55.5934
SOL,momentum,40,6,-99.0317,-8.2526,0.0000,99.8590,0.0000,2,2,54.6630
SOL,momentum,40,7,-99.0317,-8.2526,0.0000,99.8766,0.0000,2,2,48.1507
SOL,momentum,40,8,-99.0317,-8.2526,0.0000,99.8903,0.0000,2,2,48.1166
SOL,momentum,40,9,-99.0317,-8.2526,0.0000,99.9012,0.0000,2,2,47.9238
SOL,momentum,40,10,-99.0317,-8.2526,0.0000,99.9102,0.0000,2,2,45.2689
SOL,momentum,41,5,-99.0317,-8.2526,0.0000,99.8590,0.0000,2,2,54.6630
SOL,momentum,41,6,-99.0317,-8.2526,0.0000,99.8356,0.0000,2,2,55.5934
SOL,momentum,41,7,-99.0317,-8.2526,0.0000,99.8766,0.0000,2,2,48.1507
SOL,momentum,41,8,-99.0317,-8.2526,0.0000,99.8903,0.0000,2,2,48.1166
SOL,momentum,41,9,-99.0317,-8.2526,0.0000,99.9012,0.0000,2,2,47.9238
SOL,momentum,41,10,-99.0317,-8.2526,0.0000,99.9102,0.0000,2,2,45.2689
SOL,momentum,42,5,-99.0317,-8.2526,0.0000,99.8356,0.0000,2,2,55.5934
SOL,momentum,42,6,-99.0317,-8.2526,0.0000,99.8590,0.0000,2,2,54.6630
SOL,momentum,42,7,-99.0317,-8.2526,0.0000,99.8766,0.0000,2,2,48.1507
SOL,momentum,42,8,-99.0317,-8.2526,0.0000,99.8903,0.0000,2,2,48.1166
SOL,momentum,42,9,-99.0317,-8.2526,0.0000,99.9012,0.0000,2,2,47.9238
SOL,momentum,42,10,-99.0317,-8.2526,0.0000,99.9102,0.0000,2,2,45.2689
SOL,momentum,43,5,-99.0317,-8.2526,0.0000,99.8356,0.0000,2,2,55.5934
SOL,momentum,43,6,-99.0317,-8.2526,0.0000,99.8590,0.0000,2,2,54.6630
SOL,momentum,43,7,-99.0317,-8.2526,0.0000,99.8766,0.0000,2,2,48.1507
SOL,momentum,43,8,-99.0317,-8.2526,0.0000,99.8903,0.0000,2,2,48.1166
SOL,momentum,43,9,-99.0317,-8.2526,0.0000,99.9012,0.0000,2,2,47.9238
SOL,momentum,43,10,-99.0317,-8.2526,0.0000,99.9102,0.0000,2,2,45.2689
SOL,momentum,58,8,-99.0317,-8.2526,0.0000,99.8903,0.0000,2,2,48.1166
SOL,momentum,45,9,-99.0707,-8.2559,22.2883,99.8134,12.5000,8,2,43.5103
SOL,momentum,45,10,-99.1286,-8.2607,22.3026,99.8210,12.5000,8,2,43.4876
SOL,momentum,48,10,-99.1360,-8.2613,24.6345,99.9158,7.1429,14,2,37.0660
SOL,momentum,46,7,-99.3092,-8.2758,18.3701,99.8457,12.5000,8,2,48.0939
SOL,momentum,58,5,-99.3785,-8.2815,-155.3300,99.8735,0.0000,6,2,54.0050
SOL,momentum,46,8,-99.4223,-8.2852,18.3825,99.8711,12.5000,8,2,48.0145
SOL,momentum,47,7,-99.4401,-8.2867,9.6335,99.8589,12.5000,16,2,44.1684
SOL,momentum,44,5,-99.4578,-8.2882,-155.1753,99.9079,0.0000,6,2,53.0520
SOL,momentum,44,4,-99.5344,-8.2945,-155.0722,99.9322,0.0000,6,2,46.5056
